,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
2424,2425,2006-05-20,Suelo,Venta,Barcelona,285,2603190,2006-11-15,Joaquín
2426,2427,2006-05-21,Parking,Venta,Barcelona,213,928041,2006-12-10,Luisa
2431,2432,2006-05-22,Local,Alquiler,Barcelona,232,1699168,2006-08-27,Carmen
2433,2434,2006-05-23,Casa,Alquiler,Tarragona,202,1112010,2007-01-29,Pedro
2436,2437,2006-05-25,Casa,Alquiler,Tarragona,195,1927770,2007-01-10,Jesús
2438,2439,2006-05-26,Piso,Alquiler,Barcelona,43,379905,2006-12-26,Jesús
2440,2441,2006-05-27,Piso,Alquiler,Barcelona,207,1381104,2007-04-30,María
2443,2444,2006-05-28,Oficina,Alquiler,Tarragona,106,795318,2006-09-11,Joaquín
2447,2448,2006-05-29,Local,Alquiler,Tarragona,40,328720,2007-03-20,Luisa
2448,2449,2006-05-29,Suelo,Venta,Barcelona,228,2203620,2007-03-29,Joaquín
2450,2451,2006-05-30,Oficina,Venta,Barcelona,65,458640,2006-11-26,Joaquín
2452,2453,2006-05-30,Local,Venta,Tarragona,181,1438226,2006-12-27,Pedro
2454,2455,2006-05-31,Casa,Venta,Tarragona,190,1410370,2006-11-01,María
2455,2456,2006-05-31,Casa,Venta,Barcelona,156,916500,2006-09-11,Joaquín
2457,2458,2006-06-01,Casa,Alquiler,Tarragona,167,685368,2007-01-13,Carmen
2459,2460,2006-06-02,Casa,Alquiler,Barcelona,209,2017268,2007-01-26,Luisa
2463,2464,2006-06-03,Suelo,Venta,Tarragona,262,1843694,2006-12-29,Carmen
2465,2466,2006-06-03,Oficina,Alquiler,Tarragona,91,696696,,
2467,2468,2006-06-04,Piso,Venta,Barcelona,57,360696,2007-02-05,Pedro
2468,2469,2006-06-04,Casa,Venta,Barcelona,260,1616680,2007-04-25,Carmen
2470,2471,2006-06-05,Parking,Alquiler,Tarragona,211,1126951,2006-12-08,Joaquín
2471,2472,2006-06-05,Oficina,Venta,Tarragona,166,1068376,2007-03-14,Carmen
2472,2473,2006-06-05,Parking,Alquiler,Barcelona,173,1251828,2007-03-04,Joaquín
2475,2476,2006-06-06,Local,Alquiler,Tarragona,170,1397060,2007-04-30,Pedro
2478,2479,2006-06-06,Parking,Venta,Tarragona,73,395879,2007-02-08,Jesús
2479,2480,2006-06-06,Parking,Alquiler,Tarragona,81,405324,,
2481,2482,2006-06-06,Industrial,Venta,Barcelona,215,984915,2006-12-07,María
2484,2485,2006-06-07,Industrial,Alquiler,Tarragona,270,2632500,2007-04-18,Carmen
2487,2488,2006-06-08,Suelo,Alquiler,Tarragona,255,2380170,2006-09-30,Pedro
2489,2490,2006-06-10,Industrial,Alquiler,Tarragona,298,2693026,,
2492,2493,2006-06-10,Industrial,Alquiler,Tarragona,119,1149897,2006-10-27,Luisa
2495,2496,2006-06-11,Piso,Venta,Barcelona,149,701492,2006-11-02,Carmen
2496,2497,2006-06-11,Local,Alquiler,Tarragona,133,936187,2007-02-10,Pedro
2497,2498,2006-06-11,Piso,Alquiler,Barcelona,126,1102500,2006-10-13,Pedro
2499,2500,2006-06-11,Oficina,Venta,Barcelona,165,1204005,2007-01-23,María
2501,2502,2006-06-13,Suelo,Venta,Tarragona,89,422750,,
2503,2504,2006-06-13,Local,Venta,Barcelona,245,2090340,,
2508,2509,2006-06-16,Industrial,Alquiler,Tarragona,164,1166860,2007-05-07,Joaquín
2509,2510,2006-06-16,Suelo,Venta,Barcelona,146,954986,2007-04-23,María
2511,2512,2006-06-16,Piso,Venta,Tarragona,280,2384480,2007-01-01,Pedro
2512,2513,2006-06-17,Casa,Venta,Barcelona,180,887940,2006-10-12,Jesús
2515,2516,2006-06-18,Suelo,Alquiler,Tarragona,45,181170,2007-02-05,Jesús
2517,2518,2006-06-18,Casa,Venta,Tarragona,248,1826024,,
2522,2523,2006-06-21,Casa,Alquiler,Barcelona,241,1327669,2007-03-10,Jesús
2523,2524,2006-06-22,Industrial,Venta,Tarragona,91,885339,2006-09-28,Pedro
2524,2525,2006-06-22,Casa,Alquiler,Tarragona,246,2198502,2006-11-10,Carmen
2525,2526,2006-06-23,Oficina,Alquiler,Tarragona,178,1010862,2006-11-08,Carmen
2527,2528,2006-06-24,Suelo,Alquiler,Barcelona,177,718266,2007-03-20,Joaquín
2528,2529,2006-06-24,Suelo,Alquiler,Barcelona,281,1521615,2007-04-19,Carmen
2529,2530,2006-06-24,Parking,Alquiler,Barcelona,113,797215,2006-12-03,María
2530,2531,2006-06-25,Casa,Alquiler,Tarragona,213,1253505,2007-02-18,María
2531,2532,2006-06-25,Piso,Venta,Tarragona,66,373032,,
2543,2544,2006-07-01,Industrial,Alquiler,Barcelona,160,774400,2007-02-07,Joaquín
2548,2549,2006-07-02,Parking,Alquiler,Tarragona,147,1362984,2007-02-12,Carmen
2549,2550,2006-07-02,Parking,Alquiler,Barcelona,163,1298947,2006-12-23,María
2550,2551,2006-07-02,Suelo,Alquiler,Tarragona,187,1059916,2006-10-03,Carmen
2553,2554,2006-07-04,Industrial,Alquiler,Barcelona,275,2415325,2006-12-17,Carmen
2554,2555,2006-07-04,Casa,Venta,Barcelona,267,2091144,2006-12-24,Luisa
2555,2556,2006-07-04,Oficina,Venta,Barcelona,250,1298500,2006-11-24,Joaquín
2556,2557,2006-07-05,Parking,Alquiler,Barcelona,283,1470185,2006-12-18,Jesús
2557,2558,2006-07-06,Industrial,Alquiler,Barcelona,212,1758964,2007-03-24,Luisa
2562,2563,2006-07-08,Piso,Alquiler,Barcelona,245,1284045,2007-05-07,Joaquín
2564,2565,2006-07-08,Local,Alquiler,Barcelona,155,845370,2007-04-13,Joaquín
2565,2566,2006-07-09,Oficina,Venta,Barcelona,81,654885,2006-11-13,Pedro
2566,2567,2006-07-09,Suelo,Venta,Barcelona,157,914839,2006-10-21,Jesús
2569,2570,2006-07-10,Parking,Venta,Barcelona,93,512430,2007-04-28,Carmen
2570,2571,2006-07-10,Suelo,Venta,Tarragona,191,1127473,2007-04-01,Luisa
2571,2572,2006-07-10,Industrial,Venta,Tarragona,169,1154101,,
2573,2574,2006-07-11,Parking,Venta,Barcelona,256,2470912,,
2575,2576,2006-07-13,Suelo,Venta,Barcelona,167,888941,2007-04-19,Luisa
2577,2578,2006-07-14,Piso,Alquiler,Tarragona,139,879870,2007-02-21,Pedro
2582,2583,2006-07-17,Suelo,Alquiler,Barcelona,155,950615,2006-11-15,María
2583,2584,2006-07-17,Suelo,Alquiler,Barcelona,234,1016964,2007-03-18,Luisa
2586,2587,2006-07-18,Casa,Venta,Barcelona,229,1634373,2006-12-19,Jesús
2587,2588,2006-07-18,Industrial,Venta,Barcelona,193,1559054,,
2588,2589,2006-07-18,Industrial,Alquiler,Barcelona,132,949344,,
2590,2591,2006-07-19,Suelo,Venta,Tarragona,213,1359579,2007-02-24,Carmen
2595,2596,2006-07-21,Oficina,Venta,Barcelona,258,1700994,2006-10-23,Jesús
2597,2598,2006-07-21,Oficina,Alquiler,Barcelona,91,659022,2007-02-26,Pedro
2599,2600,2006-07-22,Parking,Venta,Barcelona,64,485824,2007-02-24,María
2603,2604,2006-07-24,Oficina,Venta,Barcelona,112,670208,2007-02-25,María
2605,2606,2006-07-24,Piso,Alquiler,Tarragona,293,1431891,,
2609,2610,2006-07-27,Oficina,Venta,Barcelona,143,1365936,2007-03-13,María
2610,2611,2006-07-27,Parking,Alquiler,Tarragona,177,1064301,,
2612,2613,2006-07-28,Casa,Venta,Barcelona,294,2618364,,
2613,2614,2006-07-28,Parking,Venta,Tarragona,242,1844282,,
2614,2615,2006-07-28,Casa,Alquiler,Barcelona,239,2199995,2007-03-04,Jesús
2616,2617,2006-07-29,Suelo,Alquiler,Barcelona,117,610740,2007-04-06,María
2618,2619,2006-07-30,Local,Alquiler,Barcelona,93,867783,2006-12-30,María
2620,2621,2006-07-31,Suelo,Venta,Tarragona,194,1476534,2006-11-27,Luisa
2623,2624,2006-07-31,Piso,Alquiler,Tarragona,52,395096,2007-03-21,María
2624,2625,2006-08-01,Local,Venta,Tarragona,277,1232927,,
2628,2629,2006-08-02,Suelo,Venta,Tarragona,295,1706280,2007-02-03,Joaquín
2629,2630,2006-08-03,Parking,Alquiler,Tarragona,53,395751,2007-04-18,Joaquín
2632,2633,2006-08-04,Piso,Venta,Tarragona,115,880440,2007-01-21,María
2634,2635,2006-08-06,Piso,Alquiler,Tarragona,253,2211979,2007-03-05,María
2635,2636,2006-08-07,Parking,Alquiler,Barcelona,169,1673607,2007-01-07,Luisa
2639,2640,2006-08-08,Local,Venta,Tarragona,78,596778,2006-12-06,Pedro
2643,2644,2006-08-09,Industrial,Venta,Barcelona,282,2205240,,
2645,2646,2006-08-11,Oficina,Alquiler,Tarragona,268,1984808,2007-03-06,Carmen
2646,2647,2006-08-11,Industrial,Alquiler,Barcelona,270,1705320,2007-03-26,Luisa
2647,2648,2006-08-11,Local,Alquiler,Barcelona,220,1772540,2006-12-25,Pedro
2649,2650,2006-08-11,Piso,Venta,Tarragona,275,1324125,2006-12-31,Carmen
2650,2651,2006-08-12,Industrial,Alquiler,Barcelona,126,1199394,,
2651,2652,2006-08-13,Local,Venta,Tarragona,98,957264,,
2652,2653,2006-08-13,Parking,Venta,Barcelona,110,643060,2006-12-24,Carmen
2655,2656,2006-08-13,Oficina,Alquiler,Barcelona,86,733236,2006-12-15,Jesús
2656,2657,2006-08-14,Oficina,Alquiler,Barcelona,192,1622400,2006-11-16,Carmen
2657,2658,2006-08-14,Parking,Alquiler,Tarragona,207,1473219,2007-02-20,Jesús
2658,2659,2006-08-14,Oficina,Venta,Tarragona,73,395149,,
2659,2660,2006-08-15,Casa,Alquiler,Tarragona,61,563762,,
2665,2666,2006-08-21,Oficina,Venta,Barcelona,258,2539236,2007-01-11,Joaquín
2667,2668,2006-08-21,Piso,Venta,Tarragona,84,554148,,
2669,2670,2006-08-22,Suelo,Alquiler,Barcelona,215,1694630,,
2671,2672,2006-08-22,Local,Venta,Barcelona,128,996096,2007-04-27,Luisa
2672,2673,2006-08-22,Parking,Alquiler,Barcelona,40,380280,2007-03-29,Jesús
2673,2674,2006-08-23,Casa,Venta,Barcelona,173,760854,2007-03-13,Jesús
2674,2675,2006-08-23,Piso,Venta,Barcelona,41,219145,2006-12-21,Carmen
2677,2678,2006-08-24,Casa,Venta,Tarragona,239,1793695,2006-12-16,Carmen
2679,2680,2006-08-25,Local,Venta,Tarragona,228,1096452,2007-03-31,Luisa
2680,2681,2006-08-26,Parking,Alquiler,Barcelona,61,531493,2007-01-03,Jesús
2682,2683,2006-08-26,Parking,Alquiler,Barcelona,59,307744,2007-04-28,María
2683,2684,2006-08-27,Suelo,Alquiler,Barcelona,67,506252,,
2685,2686,2006-08-28,Casa,Alquiler,Tarragona,199,1277381,,
2686,2687,2006-08-28,Piso,Alquiler,Barcelona,146,1287428,,
2689,2690,2006-08-29,Local,Venta,Barcelona,272,2399312,2006-12-28,Luisa
2691,2692,2006-08-29,Casa,Alquiler,Tarragona,73,354853,,
2692,2693,2006-08-29,Piso,Venta,Tarragona,215,1981440,2007-05-03,Jesús
2695,2696,2006-08-30,Casa,Venta,Tarragona,255,2080290,2007-01-19,Luisa
2696,2697,2006-08-31,Oficina,Venta,Barcelona,298,2977318,,
2697,2698,2006-09-01,Local,Alquiler,Barcelona,43,403770,2007-02-28,Jesús
2698,2699,2006-09-01,Piso,Venta,Tarragona,70,634130,2007-02-19,Joaquín
2701,2702,2006-09-03,Industrial,Alquiler,Tarragona,158,1553772,2007-04-20,Luisa
2702,2703,2006-09-04,Casa,Venta,Barcelona,289,2534241,2007-01-28,María
2703,2704,2006-09-04,Casa,Alquiler,Barcelona,221,1556282,,
2704,2705,2006-09-04,Casa,Alquiler,Tarragona,67,613251,2007-03-08,Joaquín
2706,2707,2006-09-05,Piso,Venta,Tarragona,51,351492,2007-01-26,María
2711,2712,2006-09-07,Suelo,Alquiler,Tarragona,71,348823,,
2716,2717,2006-09-08,Suelo,Alquiler,Tarragona,94,407114,2007-04-24,Pedro
2717,2718,2006-09-08,Oficina,Venta,Tarragona,245,1349705,,
2720,2721,2006-09-09,Parking,Venta,Tarragona,48,256992,,
2721,2722,2006-09-10,Parking,Venta,Barcelona,251,2180939,,
2724,2725,2006-09-10,Oficina,Alquiler,Tarragona,285,1299315,,
2725,2726,2006-09-11,Piso,Venta,Tarragona,100,545100,2007-01-11,Pedro
2726,2727,2006-09-11,Local,Venta,Tarragona,230,1580790,2007-03-04,Carmen
2729,2730,2006-09-13,Parking,Venta,Barcelona,68,583236,,
2730,2731,2006-09-13,Piso,Venta,Barcelona,294,2885316,2007-02-13,María
2732,2733,2006-09-14,Piso,Alquiler,Tarragona,117,482274,2007-05-02,María
2736,2737,2006-09-16,Oficina,Alquiler,Barcelona,72,604440,,
2738,2739,2006-09-17,Oficina,Alquiler,Tarragona,126,779058,,
2740,2741,2006-09-19,Industrial,Venta,Barcelona,144,672192,2007-02-15,María
2742,2743,2006-09-19,Piso,Venta,Tarragona,137,578688,,
2743,2744,2006-09-19,Industrial,Venta,Tarragona,245,1728230,,
2744,2745,2006-09-19,Oficina,Venta,Barcelona,164,1040252,2007-01-02,Carmen
2745,2746,2006-09-20,Suelo,Venta,Barcelona,131,1134984,,
2746,2747,2006-09-20,Suelo,Alquiler,Tarragona,208,2066688,,
2747,2748,2006-09-20,Industrial,Venta,Tarragona,132,579348,2006-12-31,Carmen
2750,2751,2006-09-21,Industrial,Alquiler,Barcelona,279,1262196,2007-04-24,Jesús
2753,2754,2006-09-23,Piso,Venta,Barcelona,254,2001266,2007-02-10,Luisa
2756,2757,2006-09-25,Oficina,Alquiler,Tarragona,189,958608,2007-02-23,Jesús
2759,2760,2006-09-25,Piso,Alquiler,Barcelona,110,641080,2007-01-31,Carmen
2760,2761,2006-09-26,Suelo,Alquiler,Tarragona,77,375067,2007-01-10,Carmen
2761,2762,2006-09-27,Local,Venta,Tarragona,211,1819875,,
2766,2767,2006-09-29,Industrial,Venta,Barcelona,216,1734264,2007-05-06,Pedro
2767,2768,2006-09-29,Casa,Venta,Barcelona,258,1536906,,
2772,2773,2006-10-02,Piso,Venta,Barcelona,292,1536212,,
2774,2775,2006-10-03,Local,Venta,Barcelona,192,1484544,,
2776,2777,2006-10-04,Industrial,Venta,Tarragona,284,2072632,2007-02-02,Joaquín
2780,2781,2006-10-05,Suelo,Venta,Tarragona,95,724090,,
2781,2782,2006-10-05,Industrial,Venta,Barcelona,182,896532,,
2782,2783,2006-10-06,Local,Venta,Tarragona,223,985883,2007-04-14,Luisa
2783,2784,2006-10-06,Oficina,Venta,Barcelona,272,2008176,,
2785,2786,2006-10-07,Suelo,Venta,Tarragona,215,1015015,2007-03-03,Carmen
2786,2787,2006-10-07,Casa,Venta,Tarragona,123,1211427,2007-04-09,Jesús
2787,2788,2006-10-08,Piso,Alquiler,Barcelona,59,552476,,
2790,2791,2006-10-08,Piso,Venta,Barcelona,99,914463,2007-01-22,Jesús
2795,2796,2006-10-09,Local,Alquiler,Barcelona,191,1345213,,
2797,2798,2006-10-10,Oficina,Alquiler,Tarragona,202,1028988,,
2798,2799,2006-10-11,Oficina,Alquiler,Barcelona,178,1319336,,
2799,2800,2006-10-11,Casa,Venta,Barcelona,212,2108128,,
2800,2801,2006-10-13,Suelo,Venta,Tarragona,189,1794366,,
2802,2803,2006-10-13,Parking,Venta,Tarragona,244,2429752,2007-01-15,Carmen
2805,2806,2006-10-13,Oficina,Alquiler,Tarragona,271,2621925,2007-02-19,Carmen
2806,2807,2006-10-14,Piso,Venta,Barcelona,133,1066527,2007-04-30,Luisa
2807,2808,2006-10-14,Suelo,Alquiler,Tarragona,293,2560527,,
2811,2812,2006-10-16,Local,Venta,Tarragona,85,839630,,
2812,2813,2006-10-17,Industrial,Venta,Barcelona,292,1905300,2007-03-12,Carmen
2813,2814,2006-10-17,Casa,Alquiler,Barcelona,128,544896,,
2815,2816,2006-10-18,Industrial,Alquiler,Barcelona,92,538568,,
2816,2817,2006-10-18,Local,Alquiler,Tarragona,166,1573514,2007-03-17,Pedro
2817,2818,2006-10-18,Casa,Venta,Tarragona,44,224928,,
2818,2819,2006-10-18,Oficina,Venta,Tarragona,234,1438866,,
2821,2822,2006-10-21,Local,Alquiler,Tarragona,123,961368,,
2825,2826,2006-10-23,Industrial,Alquiler,Barcelona,242,1250172,2007-03-08,María
2827,2828,2006-10-23,Parking,Venta,Tarragona,187,1513765,,
2829,2830,2006-10-24,Suelo,Alquiler,Tarragona,187,1469446,2007-03-31,Joaquín
2830,2831,2006-10-24,Parking,Alquiler,Tarragona,221,1318707,,
2833,2834,2006-10-25,Piso,Venta,Tarragona,192,1661760,,
2838,2839,2006-10-26,Local,Venta,Barcelona,53,506256,,
2839,2840,2006-10-28,Casa,Alquiler,Tarragona,247,1107301,,
2840,2841,2006-10-29,Industrial,Alquiler,Barcelona,172,1167020,2007-03-28,Pedro
2845,2846,2006-10-29,Piso,Alquiler,Tarragona,156,887328,,
2847,2848,2006-10-30,Casa,Alquiler,Tarragona,99,455499,,
2849,2850,2006-10-31,Parking,Venta,Barcelona,285,1638750,2007-05-04,Carmen
2851,2852,2006-11-01,Local,Alquiler,Tarragona,121,567611,2007-03-18,Jesús
2852,2853,2006-11-01,Piso,Alquiler,Tarragona,260,2292160,2007-03-07,Jesús
2856,2857,2006-11-03,Suelo,Alquiler,Barcelona,283,2569923,2007-03-28,Pedro
2860,2861,2006-11-03,Suelo,Alquiler,Barcelona,76,354084,,
2868,2869,2006-11-05,Industrial,Alquiler,Barcelona,75,480600,,
2869,2870,2006-11-05,Casa,Alquiler,Barcelona,212,1357648,2007-04-25,Luisa
2872,2873,2006-11-07,Industrial,Venta,Barcelona,136,1262624,2007-03-27,Carmen
2876,2877,2006-11-08,Local,Alquiler,Barcelona,174,799356,,
2881,2882,2006-11-09,Piso,Venta,Tarragona,55,238975,,
2882,2883,2006-11-09,Casa,Venta,Barcelona,70,407610,,
2887,2888,2006-11-11,Local,Alquiler,Barcelona,239,1197390,,
2889,2890,2006-11-12,Industrial,Venta,Barcelona,72,449064,,
2891,2892,2006-11-13,Industrial,Venta,Barcelona,262,2517034,,
2894,2895,2006-11-14,Suelo,Venta,Tarragona,124,1014196,,
2897,2898,2006-11-17,Casa,Alquiler,Tarragona,214,1771492,,
2900,2901,2006-11-18,Casa,Venta,Tarragona,70,598290,,
2902,2903,2006-11-19,Piso,Venta,Barcelona,199,1370911,,
2904,2905,2006-11-20,Casa,Alquiler,Tarragona,282,1239672,2007-03-10,Jesús
2906,2907,2006-11-21,Piso,Alquiler,Tarragona,113,879366,,
2908,2909,2006-11-22,Local,Alquiler,Tarragona,228,2081868,,
2909,2910,2006-11-23,Suelo,Alquiler,Tarragona,125,1166375,,
2912,2913,2006-11-24,Parking,Venta,Barcelona,131,1008176,,
2913,2914,2006-11-24,Industrial,Alquiler,Tarragona,67,282405,,
2914,2915,2006-11-24,Parking,Venta,Barcelona,185,1635030,,
2915,2916,2006-11-24,Suelo,Venta,Tarragona,176,1185536,,
2917,2918,2006-11-27,Casa,Alquiler,Barcelona,141,1045233,,
2921,2922,2006-11-27,Suelo,Venta,Tarragona,60,288360,2007-03-25,Jesús
2922,2923,2006-11-28,Casa,Alquiler,Tarragona,95,519365,,
2923,2924,2006-11-28,Local,Alquiler,Tarragona,175,890925,,
2924,2925,2006-11-28,Casa,Venta,Barcelona,49,367206,2007-04-03,Jesús
2925,2926,2006-11-28,Casa,Alquiler,Tarragona,197,1165649,,
2930,2931,2006-11-29,Local,Venta,Barcelona,230,1847590,,
2933,2934,2006-11-30,Casa,Venta,Barcelona,261,1752093,,
2935,2936,2006-11-30,Casa,Venta,Barcelona,219,883446,,
2937,2938,2006-12-02,Oficina,Venta,Tarragona,114,1078668,2007-03-31,Jesús
2938,2939,2006-12-02,Parking,Venta,Barcelona,187,1274218,,
2939,2940,2006-12-02,Local,Venta,Barcelona,94,789976,2007-03-08,María
2940,2941,2006-12-03,Piso,Venta,Barcelona,274,2474220,,
2942,2943,2006-12-04,Piso,Venta,Barcelona,261,2198403,2007-03-09,Joaquín
2946,2947,2006-12-06,Suelo,Venta,Barcelona,186,1367100,,
2949,2950,2006-12-07,Industrial,Alquiler,Tarragona,172,1270908,,
2950,2951,2006-12-07,Parking,Venta,Tarragona,147,1045317,,
2953,2954,2006-12-08,Local,Venta,Barcelona,185,1255595,,
2956,2957,2006-12-09,Piso,Venta,Tarragona,61,258030,,
2960,2961,2006-12-10,Local,Alquiler,Tarragona,257,2170622,2007-04-18,Jesús
2962,2963,2006-12-11,Piso,Venta,Tarragona,197,1077196,2007-04-12,María
2963,2964,2006-12-11,Local,Venta,Tarragona,242,1246058,,
2964,2965,2006-12-11,Local,Venta,Barcelona,128,752896,,
2965,2966,2006-12-12,Parking,Alquiler,Barcelona,147,679140,,
2966,2967,2006-12-12,Casa,Venta,Barcelona,43,305128,,
2969,2970,2006-12-14,Local,Alquiler,Barcelona,200,1385200,2007-03-31,Joaquín
2970,2971,2006-12-14,Industrial,Alquiler,Barcelona,291,2797092,,
2971,2972,2006-12-15,Casa,Alquiler,Tarragona,158,1185790,,
2972,2973,2006-12-15,Casa,Venta,Barcelona,134,1295914,,
2974,2975,2006-12-15,Local,Alquiler,Tarragona,164,1482068,,
2975,2976,2006-12-16,Industrial,Alquiler,Tarragona,48,249072,,
2977,2978,2006-12-16,Piso,Venta,Tarragona,174,1377210,,
2979,2980,2006-12-17,Casa,Alquiler,Barcelona,200,1957200,,
2980,2981,2006-12-17,Piso,Alquiler,Barcelona,182,1421056,2007-04-04,María
2981,2982,2006-12-17,Oficina,Alquiler,Barcelona,72,339192,,
2983,2984,2006-12-18,Suelo,Venta,Tarragona,93,910563,,
2984,2985,2006-12-19,Parking,Venta,Barcelona,200,1407200,,
2985,2986,2006-12-19,Casa,Venta,Barcelona,281,2244066,2007-03-26,Joaquín
2986,2987,2006-12-19,Piso,Alquiler,Tarragona,215,1408680,2007-03-20,Jesús
2987,2988,2006-12-20,Piso,Alquiler,Tarragona,242,1492656,,
2989,2990,2006-12-20,Suelo,Venta,Barcelona,48,247584,2007-04-08,Joaquín
2990,2991,2006-12-21,Parking,Venta,Barcelona,139,562394,,
2992,2993,2006-12-22,Casa,Alquiler,Barcelona,100,835600,,
2993,2994,2006-12-23,Piso,Venta,Tarragona,223,1794927,,
2994,2995,2006-12-23,Parking,Venta,Barcelona,237,1997436,,
2996,2997,2006-12-24,Suelo,Venta,Tarragona,108,903960,,
2998,2999,2006-12-24,Suelo,Venta,Barcelona,263,1403631,,
2999,3000,2006-12-24,Local,Alquiler,Tarragona,141,1112631,,
3008,3009,2006-12-27,Oficina,Venta,Tarragona,125,645250,,
3010,3011,2006-12-28,Local,Alquiler,Tarragona,224,1646624,,
3012,3013,2006-12-29,Oficina,Venta,Barcelona,257,1245165,,
3015,3016,2006-12-30,Industrial,Alquiler,Tarragona,149,667520,,
3016,3017,2006-12-30,Casa,Alquiler,Barcelona,264,1060488,2007-04-28,Joaquín
3018,3019,2006-12-31,Piso,Alquiler,Tarragona,64,478272,,
3021,3022,2007-01-01,Parking,Alquiler,Barcelona,106,906830,,
3023,3024,2007-01-02,Industrial,Alquiler,Tarragona,273,1725087,,
3031,3032,2007-01-08,Casa,Venta,Tarragona,67,643200,,
3035,3036,2007-01-09,Casa,Alquiler,Tarragona,286,1895036,,
3036,3037,2007-01-09,Oficina,Venta,Barcelona,196,1022140,,
3037,3038,2007-01-09,Casa,Alquiler,Tarragona,139,862634,,
3038,3039,2007-01-09,Suelo,Alquiler,Barcelona,185,1156990,,
3040,3041,2007-01-09,Oficina,Venta,Tarragona,90,713250,,
3041,3042,2007-01-09,Parking,Venta,Barcelona,64,610816,,
3044,3045,2007-01-10,Piso,Alquiler,Barcelona,222,1296258,,
3045,3046,2007-01-10,Parking,Venta,Barcelona,233,1077858,2007-04-30,María
3046,3047,2007-01-10,Oficina,Alquiler,Barcelona,196,1880032,,
3049,3050,2007-01-11,Oficina,Venta,Barcelona,100,440500,,
3050,3051,2007-01-11,Casa,Venta,Barcelona,259,1369333,,
3054,3055,2007-01-12,Piso,Venta,Tarragona,258,2204352,,
3055,3056,2007-01-13,Piso,Alquiler,Barcelona,70,511700,,
3056,3057,2007-01-13,Suelo,Venta,Barcelona,217,1578675,,
3059,3060,2007-01-14,Suelo,Alquiler,Barcelona,289,2427311,,
3061,3062,2007-01-14,Industrial,Venta,Tarragona,62,373240,,
3062,3063,2007-01-15,Parking,Alquiler,Barcelona,71,537825,,
3063,3064,2007-01-15,Piso,Venta,Barcelona,120,761520,,
3064,3065,2007-01-15,Parking,Venta,Tarragona,230,1486030,,
3066,3067,2007-01-16,Piso,Venta,Barcelona,256,1856000,,
3067,3068,2007-01-17,Casa,Alquiler,Barcelona,196,814380,,
3068,3069,2007-01-17,Industrial,Venta,Tarragona,273,1230684,,
3070,3071,2007-01-18,Local,Alquiler,Tarragona,259,1360268,,
3072,3073,2007-01-19,Suelo,Venta,Tarragona,236,1598664,,
3073,3074,2007-01-20,Oficina,Alquiler,Barcelona,123,885969,,
3075,3076,2007-01-20,Parking,Alquiler,Tarragona,216,2143368,,
3077,3078,2007-01-20,Industrial,Venta,Barcelona,239,1517889,,
3080,3081,2007-01-21,Piso,Alquiler,Tarragona,170,1491920,,
3081,3082,2007-01-21,Parking,Alquiler,Barcelona,268,1420132,,
3084,3085,2007-01-23,Local,Alquiler,Barcelona,108,784080,,
3085,3086,2007-01-23,Suelo,Venta,Tarragona,67,657270,,
3089,3090,2007-01-24,Local,Venta,Tarragona,285,2321325,,
3090,3091,2007-01-25,Suelo,Venta,Tarragona,212,1896340,,
3091,3092,2007-01-26,Parking,Alquiler,Barcelona,189,1788885,,
3092,3093,2007-01-26,Industrial,Venta,Tarragona,216,1554336,,
3093,3094,2007-01-26,Suelo,Alquiler,Tarragona,214,1086478,,
3096,3097,2007-01-28,Piso,Alquiler,Tarragona,229,1014928,,
3097,3098,2007-01-29,Industrial,Alquiler,Barcelona,79,381254,,
3098,3099,2007-01-29,Oficina,Alquiler,Barcelona,296,2563064,,
3099,3100,2007-01-29,Parking,Venta,Barcelona,230,1445090,,
3102,3103,2007-01-31,Suelo,Venta,Barcelona,101,921827,,
3103,3104,2007-01-31,Suelo,Alquiler,Tarragona,174,915936,,
3104,3105,2007-02-01,Piso,Alquiler,Tarragona,79,659808,,
3108,3109,2007-02-02,Casa,Alquiler,Tarragona,116,599604,,
3110,3111,2007-02-02,Oficina,Venta,Barcelona,102,860676,,
3111,3112,2007-02-02,Suelo,Venta,Barcelona,124,684356,,
3112,3113,2007-02-03,Piso,Alquiler,Barcelona,112,1005648,,
3113,3114,2007-02-03,Casa,Alquiler,Barcelona,158,1045486,,
3117,3118,2007-02-05,Piso,Venta,Tarragona,283,2449082,,
3118,3119,2007-02-06,Industrial,Venta,Barcelona,113,952929,,
3120,3121,2007-02-06,Parking,Alquiler,Tarragona,292,2658076,,
3121,3122,2007-02-06,Industrial,Venta,Barcelona,105,496020,,
3122,3123,2007-02-08,Parking,Venta,Tarragona,42,185010,,
3124,3125,2007-02-10,Piso,Venta,Barcelona,119,688058,,
3125,3126,2007-02-10,Oficina,Venta,Tarragona,297,2902284,,
3129,3130,2007-02-11,Parking,Alquiler,Tarragona,62,443362,,
3131,3132,2007-02-11,Parking,Venta,Barcelona,54,521910,,
3132,3133,2007-02-12,Suelo,Alquiler,Barcelona,59,519023,,
3133,3134,2007-02-12,Local,Venta,Tarragona,195,1468740,,
3135,3136,2007-02-12,Local,Venta,Barcelona,82,417626,,
3137,3138,2007-02-14,Local,Alquiler,Tarragona,119,1108604,,
