,Tipo,Operación,Provincia
3247,Piso,Venta,Barcelona
3248,Suelo,Venta,Tarragona
3249,Suelo,Alquiler,Tarragona
3250,Parking,Venta,Girona
3251,Local,Alquiler,Lleida
3252,Casa,Venta,Girona
3253,Casa,Alquiler,Girona
3254,Oficina,Venta,Girona
3255,Piso,Alquiler,Girona
3256,Suelo,Alquiler,Girona
3257,Local,Venta,Barcelona
3258,Industrial,Alquiler,Lleida
3259,Casa,Alquiler,Lleida
3260,Industrial,Venta,Lleida
3261,Casa,Alquiler,Tarragona
3262,Casa,Alquiler,Barcelona
3263,Local,Alquiler,Tarragona
3264,Parking,Venta,Girona
3265,Casa,Alquiler,Tarragona
3266,Casa,Venta,Barcelona
3267,Industrial,Alquiler,Barcelona
3268,Suelo,Alquiler,Tarragona
3269,Suelo,Alquiler,Tarragona
3270,Parking,Venta,Tarragona
3271,Oficina,Alquiler,Tarragona
3272,Local,Alquiler,Girona
3273,Local,Venta,Lleida
3274,Casa,Venta,Barcelona
3275,Oficina,Venta,Girona
3276,Parking,Venta,Lleida
3277,Oficina,Alquiler,Barcelona
3278,Oficina,Venta,Lleida
3279,Industrial,Venta,Tarragona
3280,Casa,Alquiler,Girona
3281,Parking,Alquiler,Barcelona
3282,Oficina,Venta,Girona
3283,Local,Venta,Lleida
3284,Suelo,Alquiler,Tarragona
3285,Suelo,Alquiler,Barcelona
3286,Parking,Alquiler,Tarragona
3287,Local,Alquiler,Barcelona
3288,Parking,Venta,Lleida
3289,Industrial,Alquiler,Lleida
3290,Piso,Venta,Lleida
3291,Oficina,Alquiler,Tarragona
3292,Local,Alquiler,Girona
3293,Piso,Alquiler,Girona
3294,Parking,Venta,Girona
3295,Industrial,Venta,Barcelona
3296,Casa,Alquiler,Lleida
3297,Suelo,Venta,Tarragona
3298,Parking,Alquiler,Girona
3299,Local,Alquiler,Girona
3300,Industrial,Alquiler,Lleida
3301,Industrial,Alquiler,Tarragona
3302,Local,Alquiler,Barcelona
3303,Piso,Venta,Girona
3304,Industrial,Venta,Tarragona
3305,Local,Venta,Lleida
3306,Parking,Venta,Girona
3307,Local,Venta,Tarragona
3308,Piso,Venta,Tarragona
3309,Parking,Alquiler,Tarragona
3310,Suelo,Alquiler,Tarragona
3311,Industrial,Alquiler,Tarragona
3312,Parking,Alquiler,Tarragona
3313,Casa,Venta,Barcelona
3314,Industrial,Venta,Tarragona
3315,Oficina,Alquiler,Barcelona
3316,Casa,Venta,Girona
3317,Oficina,Alquiler,Lleida
3318,Industrial,Venta,Tarragona
3319,Oficina,Alquiler,Tarragona
3320,Parking,Alquiler,Barcelona
3321,Local,Venta,Barcelona
3322,Piso,Venta,Barcelona
3323,Oficina,Venta,Barcelona
3324,Oficina,Alquiler,Tarragona
3325,Industrial,Alquiler,Barcelona
3326,Suelo,Alquiler,Barcelona
3327,Suelo,Venta,Lleida
3328,Piso,Venta,Barcelona
3329,Parking,Venta,Barcelona
3330,Local,Venta,Girona
3331,Oficina,Venta,Lleida
3332,Industrial,Alquiler,Lleida
3333,Piso,Alquiler,Girona
3334,Suelo,Venta,Tarragona
3335,Piso,Alquiler,Barcelona
3336,Parking,Venta,Lleida
